postcodes_id,zone_id,postcode_range_start,postcode_range_end,postcode_name,status
656,20,W1S,W1S,W1S,1
657,20,W1T,W1T,W1T,1
658,20,W1U,W1U,W1U,1
659,20,W1W,W1W,W1W,1
660,20,WC1A,WC1A,WC1A,1
661,20,WC1B,WC1B,WC1B,1
662,20,WC1E,WC1E,WC1E,1
663,20,WC1H,WC1H,WC1H,1
664,20,WC1N,WC1N,WC1N,1
665,20,WC1R,WC1R,WC1R,1
666,20,WC1V,WC1V,WC1V,1
667,20,WC1X,WC1X,WC1X,1
668,20,WC2A,WC2A,WC2A,1
669,20,WC2B,WC2B,WC2B,1
670,20,WC2E,WC2E,WC2E,1
671,20,WC2H,WC2H,WC2H,1
672,20,WC2R,WC2R,WC2R,1
673,20,EC1A,EC1A,EC1A,1
674,20,EC1M,EC1M,EC1M,1
675,20,EC1N,EC1N,EC1N,1
676,20,EC1R,EC1R,EC1R,1
677,20,EC1V,EC1V,EC1V,1
678,20,EC1Y,EC1Y,EC1Y,1
679,20,EC2A,EC2A,EC2A,1
680,20,EC2M,EC2M,EC2M,1
681,20,EC2N,EC2N,EC2N,1
682,20,EC2R,EC2R,EC2R,1
683,20,EC2V,EC2V,EC2V,1
684,20,EC2Y,EC2Y,EC2Y,1
685,20,EC3A,EC3A,EC3A,1
686,20,EC3V,EC3V,EC3V,1
687,20,EC4A,EC4A,EC4A,1
688,20,EC4M,EC4M,EC4M,1
689,20,EC4N,EC4N,EC4N,1
690,20,EC4R,EC4R,EC4R,1
691,20,EC4V,EC4V,EC4V,1
692,20,EC4Y,EC4Y,EC4Y,1
693,20,SE11,SE11,SE11,1
694,20,RM2,RM2,RM2,1
695,20,RM1,RM1,RM1,1
696,21,SW1H,SW1H,SW1H,1
697,21,SW1P,SW1P,SW1P,1
698,21,SW1V,SW1V,SW1V,1
699,21,SW1W,SW1W,SW1W,1
700,21,SW1X,SW1X,SW1X,1
701,21,SW1Y,SW1Y,SW1Y,1
702,21,W1B,W1B,W1B,1
703,21,W1C,W1C,W1C,1
704,21,W1D,W1D,W1D,1
705,21,W1F,W1F,W1F,1
706,21,W1G,W1G,W1G,1
707,21,W1H,W1H,W1H,1
708,21,W1J,W1J,W1J,1
709,21,W1K,W1K,W1K,1
710,21,W1S,W1S,W1S,1
711,21,W1T,W1T,W1T,1
712,21,W1U,W1U,W1U,1
713,21,W1W,W1W,W1W,1
714,21,WC1A,WC1A,WC1A,1
715,21,WC1B,WC1B,WC1B,1
716,21,WC1E,WC1E,WC1E,1
717,21,WC1H,WC1H,WC1H,1
718,21,WC1N,WC1N,WC1N,1
719,21,WC1R,WC1R,WC1R,1
720,21,WC1V,WC1V,WC1V,1
721,21,WC1X,WC1X,WC1X,1
722,21,WC2A,WC2A,WC2A,1
723,21,WC2B,WC2B,WC2B,1
724,21,WC2E,WC2E,WC2E,1
725,21,WC2H,WC2H,WC2H,1
726,21,WC2R,WC2R,WC2R,1
727,21,EC1A,EC1A,EC1A,1
728,21,EC1M,EC1M,EC1M,1
729,21,EC1N,EC1N,EC1N,1
730,21,EC1R,EC1R,EC1R,1
731,21,EC1V,EC1V,EC1V,1
732,21,EC1Y,EC1Y,EC1Y,1
733,21,EC2A,EC2A,EC2A,1
734,21,EC2M,EC2M,EC2M,1
735,21,EC2N,EC2N,EC2N,1
736,21,EC2R,EC2R,EC2R,1
737,21,EC2V,EC2V,EC2V,1
738,21,EC2Y,EC2Y,EC2Y,1
739,21,EC3A,EC3A,EC3A,1
740,21,EC3V,EC3V,EC3V,1
741,21,EC4A,EC4A,EC4A,1
742,21,EC4M,EC4M,EC4M,1
743,21,EC4N,EC4N,EC4N,1
744,21,EC4R,EC4R,EC4R,1
745,21,EC4V,EC4V,EC4V,1
746,21,EC4Y,EC4Y,EC4Y,1
747,21,SE11,SE11,SE11,1
748,21,RM2,RM2,RM2,1
749,21,RM1,RM1,RM1,1
750,22,SW1P,SW1P,SW1P,1
751,22,SW1V,SW1V,SW1V,1
752,22,SW1W,SW1W,SW1W,1
753,22,SW1X,SW1X,SW1X,1
754,22,SW1Y,SW1Y,SW1Y,1
755,22,W1B,W1B,W1B,1
756,22,W1C,W1C,W1C,1
757,22,W1D,W1D,W1D,1
758,22,W1F,W1F,W1F,1
759,22,W1G,W1G,W1G,1
760,22,W1H,W1H,W1H,1
761,22,W1J,W1J,W1J,1
762,22,W1K,W1K,W1K,1
763,22,W1S,W1S,W1S,1
764,22,W1T,W1T,W1T,1
765,22,W1U,W1U,W1U,1
766,22,W1W,W1W,W1W,1
767,22,WC1A,WC1A,WC1A,1
768,22,WC1B,WC1B,WC1B,1
769,22,WC1E,WC1E,WC1E,1
770,22,WC1H,WC1H,WC1H,1
771,22,WC1N,WC1N,WC1N,1
772,22,WC1R,WC1R,WC1R,1
773,22,WC1V,WC1V,WC1V,1
774,22,WC1X,WC1X,WC1X,1
775,22,WC2A,WC2A,WC2A,1
776,22,WC2B,WC2B,WC2B,1
777,22,WC2E,WC2E,WC2E,1
778,22,WC2H,WC2H,WC2H,1
779,22,WC2R,WC2R,WC2R,1
780,22,EC1A,EC1A,EC1A,1
781,22,EC1M,EC1M,EC1M,1
782,22,EC1N,EC1N,EC1N,1
783,22,EC1R,EC1R,EC1R,1
784,22,EC1V,EC1V,EC1V,1
785,22,EC1Y,EC1Y,EC1Y,1
786,22,EC2A,EC2A,EC2A,1
787,22,EC2M,EC2M,EC2M,1
788,22,EC2N,EC2N,EC2N,1
789,22,EC2R,EC2R,EC2R,1
790,22,EC2V,EC2V,EC2V,1
791,22,EC2Y,EC2Y,EC2Y,1
792,22,EC3A,EC3A,EC3A,1
793,22,EC3V,EC3V,EC3V,1
794,22,EC4A,EC4A,EC4A,1
795,22,EC4M,EC4M,EC4M,1
796,22,EC4N,EC4N,EC4N,1
797,22,EC4R,EC4R,EC4R,1
798,22,EC4V,EC4V,EC4V,1
799,22,EC4Y,EC4Y,EC4Y,1
800,22,SE11,SE11,SE11,1
801,22,RM2,RM2,RM2,1
802,22,RM1,RM1,RM1,1
803,23,SW1V,SW1V,SW1V,1
804,23,SW1W,SW1W,SW1W,1
805,23,SW1X,SW1X,SW1X,1
806,23,SW1Y,SW1Y,SW1Y,1
807,23,W1B,W1B,W1B,1
808,23,W1C,W1C,W1C,1
809,23,W1D,W1D,W1D,1
810,23,W1F,W1F,W1F,1
811,23,W1G,W1G,W1G,1
812,23,W1H,W1H,W1H,1
813,23,W1J,W1J,W1J,1
814,23,W1K,W1K,W1K,1
815,23,W1S,W1S,W1S,1
816,23,W1T,W1T,W1T,1
817,23,W1U,W1U,W1U,1
818,23,W1W,W1W,W1W,1
819,23,WC1A,WC1A,WC1A,1
820,23,WC1B,WC1B,WC1B,1
821,23,WC1E,WC1E,WC1E,1
822,23,WC1H,WC1H,WC1H,1
823,23,WC1N,WC1N,WC1N,1
824,23,WC1R,WC1R,WC1R,1
825,23,WC1V,WC1V,WC1V,1
826,23,WC1X,WC1X,WC1X,1
827,23,WC2A,WC2A,WC2A,1
828,23,WC2B,WC2B,WC2B,1
829,23,WC2E,WC2E,WC2E,1
830,23,WC2H,WC2H,WC2H,1
831,23,WC2R,WC2R,WC2R,1
832,23,EC1A,EC1A,EC1A,1
833,23,EC1M,EC1M,EC1M,1
834,23,EC1N,EC1N,EC1N,1
835,23,EC1R,EC1R,EC1R,1
836,23,EC1V,EC1V,EC1V,1
837,23,EC1Y,EC1Y,EC1Y,1
838,23,EC2A,EC2A,EC2A,1
839,23,EC2M,EC2M,EC2M,1
840,23,EC2N,EC2N,EC2N,1
841,23,EC2R,EC2R,EC2R,1
842,23,EC2V,EC2V,EC2V,1
843,23,EC2Y,EC2Y,EC2Y,1
844,23,EC3A,EC3A,EC3A,1
845,23,EC3V,EC3V,EC3V,1
846,23,EC4A,EC4A,EC4A,1
847,23,EC4M,EC4M,EC4M,1
848,23,EC4N,EC4N,EC4N,1
849,23,EC4R,EC4R,EC4R,1
850,23,EC4V,EC4V,EC4V,1
851,23,EC4Y,EC4Y,EC4Y,1
852,23,SE11,SE11,SE11,1
853,23,RM2,RM2,RM2,1
854,23,RM1,RM1,RM1,1
855,24,SW1W,SW1W,SW1W,1
856,24,SW1X,SW1X,SW1X,1
857,24,SW1Y,SW1Y,SW1Y,1
858,24,W1B,W1B,W1B,1
859,24,W1C,W1C,W1C,1
860,24,W1D,W1D,W1D,1
861,24,W1F,W1F,W1F,1
862,24,W1G,W1G,W1G,1
863,24,W1H,W1H,W1H,1
864,24,W1J,W1J,W1J,1
865,24,W1K,W1K,W1K,1
866,24,W1S,W1S,W1S,1
867,24,W1T,W1T,W1T,1
868,24,W1U,W1U,W1U,1
869,24,W1W,W1W,W1W,1
870,24,WC1A,WC1A,WC1A,1
871,24,WC1B,WC1B,WC1B,1
872,24,WC1E,WC1E,WC1E,1
873,24,WC1H,WC1H,WC1H,1
874,24,WC1N,WC1N,WC1N,1
875,24,WC1R,WC1R,WC1R,1
876,24,WC1V,WC1V,WC1V,1
877,24,WC1X,WC1X,WC1X,1
878,24,WC2A,WC2A,WC2A,1
879,24,WC2B,WC2B,WC2B,1
880,24,WC2E,WC2E,WC2E,1
881,24,WC2H,WC2H,WC2H,1
882,24,WC2R,WC2R,WC2R,1
883,24,EC1A,EC1A,EC1A,1
884,24,EC1M,EC1M,EC1M,1
885,24,EC1N,EC1N,EC1N,1
886,24,EC1R,EC1R,EC1R,1
887,24,EC1V,EC1V,EC1V,1
888,24,EC1Y,EC1Y,EC1Y,1
889,24,EC2A,EC2A,EC2A,1
890,24,EC2M,EC2M,EC2M,1
891,24,EC2N,EC2N,EC2N,1
892,24,EC2R,EC2R,EC2R,1
893,24,EC2V,EC2V,EC2V,1
894,24,EC2Y,EC2Y,EC2Y,1
895,24,EC3A,EC3A,EC3A,1
896,24,EC3V,EC3V,EC3V,1
897,24,EC4A,EC4A,EC4A,1
898,24,EC4M,EC4M,EC4M,1
899,24,EC4N,EC4N,EC4N,1
900,24,EC4R,EC4R,EC4R,1
901,24,EC4V,EC4V,EC4V,1
902,24,EC4Y,EC4Y,EC4Y,1
903,24,SE11,SE11,SE11,1
904,24,RM2,RM2,RM2,1
905,24,RM1,RM1,RM1,1
906,25,SW1X,SW1X,SW1X,1
907,25,SW1Y,SW1Y,SW1Y,1
908,25,W1B,W1B,W1B,1
909,25,W1C,W1C,W1C,1
910,25,W1D,W1D,W1D,1
911,25,W1F,W1F,W1F,1
912,25,W1G,W1G,W1G,1
913,25,W1H,W1H,W1H,1
914,25,W1J,W1J,W1J,1
915,25,W1K,W1K,W1K,1
916,25,W1S,W1S,W1S,1
917,25,W1T,W1T,W1T,1
918,25,W1U,W1U,W1U,1
919,25,W1W,W1W,W1W,1
920,25,WC1A,WC1A,WC1A,1
921,25,WC1B,WC1B,WC1B,1
922,25,WC1E,WC1E,WC1E,1
923,25,WC1H,WC1H,WC1H,1
924,25,WC1N,WC1N,WC1N,1
925,25,WC1R,WC1R,WC1R,1
926,25,WC1V,WC1V,WC1V,1
927,25,WC1X,WC1X,WC1X,1
928,25,WC2A,WC2A,WC2A,1
929,25,WC2B,WC2B,WC2B,1
930,25,WC2E,WC2E,WC2E,1
931,25,WC2H,WC2H,WC2H,1
932,25,WC2R,WC2R,WC2R,1
933,25,EC1A,EC1A,EC1A,1
934,25,EC1M,EC1M,EC1M,1
935,25,EC1N,EC1N,EC1N,1
936,25,EC1R,EC1R,EC1R,1
937,25,EC1V,EC1V,EC1V,1
938,25,EC1Y,EC1Y,EC1Y,1
939,25,EC2A,EC2A,EC2A,1
940,25,EC2M,EC2M,EC2M,1
941,25,EC2N,EC2N,EC2N,1
942,25,EC2R,EC2R,EC2R,1
943,25,EC2V,EC2V,EC2V,1
944,25,EC2Y,EC2Y,EC2Y,1
945,25,EC3A,EC3A,EC3A,1
946,25,EC3V,EC3V,EC3V,1
947,25,EC4A,EC4A,EC4A,1
948,25,EC4M,EC4M,EC4M,1
949,25,EC4N,EC4N,EC4N,1
950,25,EC4R,EC4R,EC4R,1
951,25,EC4V,EC4V,EC4V,1
952,25,EC4Y,EC4Y,EC4Y,1
953,25,SE11,SE11,SE11,1
954,25,RM2,RM2,RM2,1
955,25,RM1,RM1,RM1,1
956,26,SW1Y,SW1Y,SW1Y,1
957,26,W1B,W1B,W1B,1
958,26,W1C,W1C,W1C,1
959,26,W1D,W1D,W1D,1
960,26,W1F,W1F,W1F,1
961,26,W1G,W1G,W1G,1
962,26,W1H,W1H,W1H,1
963,26,W1J,W1J,W1J,1
964,26,W1K,W1K,W1K,1
965,26,W1S,W1S,W1S,1
966,26,W1T,W1T,W1T,1
967,26,W1U,W1U,W1U,1
968,26,W1W,W1W,W1W,1
969,26,WC1A,WC1A,WC1A,1
970,26,WC1B,WC1B,WC1B,1
971,26,WC1E,WC1E,WC1E,1
972,26,WC1H,WC1H,WC1H,1
973,26,WC1N,WC1N,WC1N,1
974,26,WC1R,WC1R,WC1R,1
975,26,WC1V,WC1V,WC1V,1
976,26,WC1X,WC1X,WC1X,1
977,26,WC2A,WC2A,WC2A,1
978,26,WC2B,WC2B,WC2B,1
979,26,WC2E,WC2E,WC2E,1
980,26,WC2H,WC2H,WC2H,1
981,26,WC2R,WC2R,WC2R,1
982,26,EC1A,EC1A,EC1A,1
983,26,EC1M,EC1M,EC1M,1
984,26,EC1N,EC1N,EC1N,1
985,26,EC1R,EC1R,EC1R,1
986,26,EC1V,EC1V,EC1V,1
987,26,EC1Y,EC1Y,EC1Y,1
988,26,EC2A,EC2A,EC2A,1
989,26,EC2M,EC2M,EC2M,1
990,26,EC2N,EC2N,EC2N,1
991,26,EC2R,EC2R,EC2R,1
992,26,EC2V,EC2V,EC2V,1
993,26,EC2Y,EC2Y,EC2Y,1
994,26,EC3A,EC3A,EC3A,1
995,26,EC3V,EC3V,EC3V,1
996,26,EC4A,EC4A,EC4A,1
997,26,EC4M,EC4M,EC4M,1
998,26,EC4N,EC4N,EC4N,1
999,26,EC4R,EC4R,EC4R,1
1000,26,EC4V,EC4V,EC4V,1
1001,26,EC4Y,EC4Y,EC4Y,1
1002,26,SE11,SE11,SE11,1
1003,26,RM2,RM2,RM2,1
1004,26,RM1,RM1,RM1,1
1005,27,W1B,W1B,W1B,1
1006,27,W1C,W1C,W1C,1
1007,27,W1D,W1D,W1D,1
1008,27,W1F,W1F,W1F,1
1009,27,W1G,W1G,W1G,1
1010,27,W1H,W1H,W1H,1
1011,27,W1J,W1J,W1J,1
1012,27,W1K,W1K,W1K,1
1013,27,W1S,W1S,W1S,1
1014,27,W1T,W1T,W1T,1
1015,27,W1U,W1U,W1U,1
1016,27,W1W,W1W,W1W,1
1017,27,WC1A,WC1A,WC1A,1
1018,27,WC1B,WC1B,WC1B,1
1019,27,WC1E,WC1E,WC1E,1
1020,27,WC1H,WC1H,WC1H,1
1021,27,WC1N,WC1N,WC1N,1
1022,27,WC1R,WC1R,WC1R,1
1023,27,WC1V,WC1V,WC1V,1
1024,27,WC1X,WC1X,WC1X,1
1025,27,WC2A,WC2A,WC2A,1
1026,27,WC2B,WC2B,WC2B,1
1027,27,WC2E,WC2E,WC2E,1
1028,27,WC2H,WC2H,WC2H,1
1029,27,WC2R,WC2R,WC2R,1
1030,27,EC1A,EC1A,EC1A,1
1031,27,EC1M,EC1M,EC1M,1
1032,27,EC1N,EC1N,EC1N,1
1033,27,EC1R,EC1R,EC1R,1
1034,27,EC1V,EC1V,EC1V,1
1035,27,EC1Y,EC1Y,EC1Y,1
1036,27,EC2A,EC2A,EC2A,1
1037,27,EC2M,EC2M,EC2M,1
1038,27,EC2N,EC2N,EC2N,1
1039,27,EC2R,EC2R,EC2R,1
1040,27,EC2V,EC2V,EC2V,1
1041,27,EC2Y,EC2Y,EC2Y,1
1042,27,EC3A,EC3A,EC3A,1
1043,27,EC3V,EC3V,EC3V,1
1044,27,EC4A,EC4A,EC4A,1
1045,27,EC4M,EC4M,EC4M,1
1046,27,EC4N,EC4N,EC4N,1
1047,27,EC4R,EC4R,EC4R,1
1048,27,EC4V,EC4V,EC4V,1
1049,27,EC4Y,EC4Y,EC4Y,1
1050,27,SE11,SE11,SE11,1
1051,27,RM2,RM2,RM2,1
1052,27,RM1,RM1,RM1,1
1053,28,W1C,W1C,W1C,1
1054,28,W1D,W1D,W1D,1
1055,28,W1F,W1F,W1F,1
1056,28,W1G,W1G,W1G,1
1057,28,W1H,W1H,W1H,1
1058,28,W1J,W1J,W1J,1
1059,28,W1K,W1K,W1K,1
1060,28,W1S,W1S,W1S,1
1061,28,W1T,W1T,W1T,1
1062,28,W1U,W1U,W1U,1
1063,28,W1W,W1W,W1W,1
1064,28,WC1A,WC1A,WC1A,1
1065,28,WC1B,WC1B,WC1B,1
1066,28,WC1E,WC1E,WC1E,1
1067,28,WC1H,WC1H,WC1H,1
1068,28,WC1N,WC1N,WC1N,1
1069,28,WC1R,WC1R,WC1R,1
1070,28,WC1V,WC1V,WC1V,1
1071,28,WC1X,WC1X,WC1X,1
1072,28,WC2A,WC2A,WC2A,1
1073,28,WC2B,WC2B,WC2B,1
1074,28,WC2E,WC2E,WC2E,1
1075,28,WC2H,WC2H,WC2H,1
1076,28,WC2R,WC2R,WC2R,1
1077,28,EC1A,EC1A,EC1A,1
1078,28,EC1M,EC1M,EC1M,1
1079,28,EC1N,EC1N,EC1N,1
1080,28,EC1R,EC1R,EC1R,1
1081,28,EC1V,EC1V,EC1V,1
1082,28,EC1Y,EC1Y,EC1Y,1
1083,28,EC2A,EC2A,EC2A,1
1084,28,EC2M,EC2M,EC2M,1
1085,28,EC2N,EC2N,EC2N,1
1086,28,EC2R,EC2R,EC2R,1
1087,28,EC2V,EC2V,EC2V,1
1088,28,EC2Y,EC2Y,EC2Y,1
1089,28,EC3A,EC3A,EC3A,1
1090,28,EC3V,EC3V,EC3V,1
1091,28,EC4A,EC4A,EC4A,1
1092,28,EC4M,EC4M,EC4M,1
1093,28,EC4N,EC4N,EC4N,1
1094,28,EC4R,EC4R,EC4R,1
1095,28,EC4V,EC4V,EC4V,1
1096,28,EC4Y,EC4Y,EC4Y,1
1097,28,SE11,SE11,SE11,1
1098,28,RM2,RM2,RM2,1
1099,28,RM1,RM1,RM1,1
1100,29,W1D,W1D,W1D,1
1101,29,W1F,W1F,W1F,1
1102,29,W1G,W1G,W1G,1
1103,29,W1H,W1H,W1H,1
1104,29,W1J,W1J,W1J,1
1105,29,W1K,W1K,W1K,1
1106,29,W1S,W1S,W1S,1
1107,29,W1T,W1T,W1T,1
1108,29,W1U,W1U,W1U,1
1109,29,W1W,W1W,W1W,1
1110,29,WC1A,WC1A,WC1A,1
1111,29,WC1B,WC1B,WC1B,1
1112,29,WC1E,WC1E,WC1E,1
1113,29,WC1H,WC1H,WC1H,1
1114,29,WC1N,WC1N,WC1N,1
1115,29,WC1R,WC1R,WC1R,1
1116,29,WC1V,WC1V,WC1V,1
1117,29,WC1X,WC1X,WC1X,1
1118,29,WC2A,WC2A,WC2A,1
1119,29,WC2B,WC2B,WC2B,1
1120,29,WC2E,WC2E,WC2E,1
1121,29,WC2H,WC2H,WC2H,1
1122,29,WC2R,WC2R,WC2R,1
1123,29,EC1A,EC1A,EC1A,1
1124,29,EC1M,EC1M,EC1M,1
1125,29,EC1N,EC1N,EC1N,1
1126,29,EC1R,EC1R,EC1R,1
1127,29,EC1V,EC1V,EC1V,1
1128,29,EC1Y,EC1Y,EC1Y,1
1129,29,EC2A,EC2A,EC2A,1
1130,29,EC2M,EC2M,EC2M,1
1131,29,EC2N,EC2N,EC2N,1
1132,29,EC2R,EC2R,EC2R,1
1133,29,EC2V,EC2V,EC2V,1
1134,29,EC2Y,EC2Y,EC2Y,1
1135,29,EC3A,EC3A,EC3A,1
1136,29,EC3V,EC3V,EC3V,1
1137,29,EC4A,EC4A,EC4A,1
1138,29,EC4M,EC4M,EC4M,1
1139,29,EC4N,EC4N,EC4N,1
1140,29,EC4R,EC4R,EC4R,1
1141,29,EC4V,EC4V,EC4V,1
1142,29,EC4Y,EC4Y,EC4Y,1
1143,29,SE11,SE11,SE11,1
1144,29,RM2,RM2,RM2,1
1145,29,RM1,RM1,RM1,1
1146,30,W1F,W1F,W1F,1
1147,30,W1G,W1G,W1G,1
1148,30,W1H,W1H,W1H,1
1149,30,W1J,W1J,W1J,1
1150,30,W1K,W1K,W1K,1
1151,30,W1S,W1S,W1S,1
1152,30,W1T,W1T,W1T,1
1153,30,W1U,W1U,W1U,1
1154,30,W1W,W1W,W1W,1
1155,30,WC1A,WC1A,WC1A,1
1156,30,WC1B,WC1B,WC1B,1
1157,30,WC1E,WC1E,WC1E,1
1158,30,WC1H,WC1H,WC1H,1
1159,30,WC1N,WC1N,WC1N,1
1160,30,WC1R,WC1R,WC1R,1
1161,30,WC1V,WC1V,WC1V,1
1162,30,WC1X,WC1X,WC1X,1
1163,30,WC2A,WC2A,WC2A,1
1164,30,WC2B,WC2B,WC2B,1
1165,30,WC2E,WC2E,WC2E,1
1166,30,WC2H,WC2H,WC2H,1
1167,30,WC2R,WC2R,WC2R,1
1168,30,EC1A,EC1A,EC1A,1
1169,30,EC1M,EC1M,EC1M,1
1170,30,EC1N,EC1N,EC1N,1
1171,30,EC1R,EC1R,EC1R,1
1172,30,EC1V,EC1V,EC1V,1
1173,30,EC1Y,EC1Y,EC1Y,1
1174,30,EC2A,EC2A,EC2A,1
1175,30,EC2M,EC2M,EC2M,1
1176,30,EC2N,EC2N,EC2N,1
1177,30,EC2R,EC2R,EC2R,1
1178,30,EC2V,EC2V,EC2V,1
1179,30,EC2Y,EC2Y,EC2Y,1
1180,30,EC3A,EC3A,EC3A,1
1181,30,EC3V,EC3V,EC3V,1
1182,30,EC4A,EC4A,EC4A,1
1183,30,EC4M,EC4M,EC4M,1
1184,30,EC4N,EC4N,EC4N,1
1185,30,EC4R,EC4R,EC4R,1
1186,30,EC4V,EC4V,EC4V,1
1187,30,EC4Y,EC4Y,EC4Y,1
1188,30,SE11,SE11,SE11,1
1189,30,RM2,RM2,RM2,1
1190,30,RM1,RM1,RM1,1
1191,31,W1G,W1G,W1G,1
1192,31,W1H,W1H,W1H,1
1193,31,W1J,W1J,W1J,1
1194,31,W1K,W1K,W1K,1
1195,31,W1S,W1S,W1S,1
1196,31,W1T,W1T,W1T,1
1197,31,W1U,W1U,W1U,1
1198,31,W1W,W1W,W1W,1
1199,31,WC1A,WC1A,WC1A,1
1200,31,WC1B,WC1B,WC1B,1
1201,31,WC1E,WC1E,WC1E,1
1202,31,WC1H,WC1H,WC1H,1
1203,31,WC1N,WC1N,WC1N,1
1204,31,WC1R,WC1R,WC1R,1
1205,31,WC1V,WC1V,WC1V,1
1206,31,WC1X,WC1X,WC1X,1
1207,31,WC2A,WC2A,WC2A,1
1208,31,WC2B,WC2B,WC2B,1
1209,31,WC2E,WC2E,WC2E,1
1210,31,WC2H,WC2H,WC2H,1
1211,31,WC2R,WC2R,WC2R,1
1212,31,EC1A,EC1A,EC1A,1
1213,31,EC1M,EC1M,EC1M,1
1214,31,EC1N,EC1N,EC1N,1
1215,31,EC1R,EC1R,EC1R,1
1216,31,EC1V,EC1V,EC1V,1
1217,31,EC1Y,EC1Y,EC1Y,1
1218,31,EC2A,EC2A,EC2A,1
1219,31,EC2M,EC2M,EC2M,1
1220,31,EC2N,EC2N,EC2N,1
1221,31,EC2R,EC2R,EC2R,1
1222,31,EC2V,EC2V,EC2V,1
1223,31,EC2Y,EC2Y,EC2Y,1
1224,31,EC3A,EC3A,EC3A,1
1225,31,EC3V,EC3V,EC3V,1
1226,31,EC4A,EC4A,EC4A,1
1227,31,EC4M,EC4M,EC4M,1
1228,31,EC4N,EC4N,EC4N,1
1229,31,EC4R,EC4R,EC4R,1
1230,31,EC4V,EC4V,EC4V,1
1231,31,EC4Y,EC4Y,EC4Y,1
1232,31,SE11,SE11,SE11,1
1233,31,RM2,RM2,RM2,1
1234,31,RM1,RM1,RM1,1
1235,32,W1H,W1H,W1H,1
1236,32,W1J,W1J,W1J,1
1237,32,W1K,W1K,W1K,1
1238,32,W1S,W1S,W1S,1
1239,32,W1T,W1T,W1T,1
1240,32,W1U,W1U,W1U,1
1241,32,W1W,W1W,W1W,1
1242,32,WC1A,WC1A,WC1A,1
1243,32,WC1B,WC1B,WC1B,1
1244,32,WC1E,WC1E,WC1E,1
1245,32,WC1H,WC1H,WC1H,1
1246,32,WC1N,WC1N,WC1N,1
1247,32,WC1R,WC1R,WC1R,1
1248,32,WC1V,WC1V,WC1V,1
1249,32,WC1X,WC1X,WC1X,1
1250,32,WC2A,WC2A,WC2A,1
1251,32,WC2B,WC2B,WC2B,1
1252,32,WC2E,WC2E,WC2E,1
1253,32,WC2H,WC2H,WC2H,1
1254,32,WC2R,WC2R,WC2R,1
1255,32,EC1A,EC1A,EC1A,1
1256,32,EC1M,EC1M,EC1M,1
1257,32,EC1N,EC1N,EC1N,1
1258,32,EC1R,EC1R,EC1R,1
1259,32,EC1V,EC1V,EC1V,1
1260,32,EC1Y,EC1Y,EC1Y,1
1261,32,EC2A,EC2A,EC2A,1
1262,32,EC2M,EC2M,EC2M,1
1263,32,EC2N,EC2N,EC2N,1
1264,32,EC2R,EC2R,EC2R,1
1265,32,EC2V,EC2V,EC2V,1
1266,32,EC2Y,EC2Y,EC2Y,1
1267,32,EC3A,EC3A,EC3A,1
1268,32,EC3V,EC3V,EC3V,1
1269,32,EC4A,EC4A,EC4A,1
1270,32,EC4M,EC4M,EC4M,1
1271,32,EC4N,EC4N,EC4N,1
1272,32,EC4R,EC4R,EC4R,1
1273,32,EC4V,EC4V,EC4V,1
1274,32,EC4Y,EC4Y,EC4Y,1
1275,32,SE11,SE11,SE11,1
1276,32,RM2,RM2,RM2,1
1277,32,RM1,RM1,RM1,1
1278,33,W1J,W1J,W1J,1
1279,33,W1K,W1K,W1K,1
1280,33,W1S,W1S,W1S,1
1281,33,W1T,W1T,W1T,1
1282,33,W1U,W1U,W1U,1
