postcodes_id,zone_id,postcode_range_start,postcode_range_end,postcode_name,status
1283,33,W1W,W1W,W1W,1
1284,33,WC1A,WC1A,WC1A,1
1285,33,WC1B,WC1B,WC1B,1
1286,33,WC1E,WC1E,WC1E,1
1287,33,WC1H,WC1H,WC1H,1
1288,33,WC1N,WC1N,WC1N,1
1289,33,WC1R,WC1R,WC1R,1
1290,33,WC1V,WC1V,WC1V,1
1291,33,WC1X,WC1X,WC1X,1
1292,33,WC2A,WC2A,WC2A,1
1293,33,WC2B,WC2B,WC2B,1
1294,33,WC2E,WC2E,WC2E,1
1295,33,WC2H,WC2H,WC2H,1
1296,33,WC2R,WC2R,WC2R,1
1297,33,EC1A,EC1A,EC1A,1
1298,33,EC1M,EC1M,EC1M,1
1299,33,EC1N,EC1N,EC1N,1
1300,33,EC1R,EC1R,EC1R,1
1301,33,EC1V,EC1V,EC1V,1
1302,33,EC1Y,EC1Y,EC1Y,1
1303,33,EC2A,EC2A,EC2A,1
1304,33,EC2M,EC2M,EC2M,1
1305,33,EC2N,EC2N,EC2N,1
1306,33,EC2R,EC2R,EC2R,1
1307,33,EC2V,EC2V,EC2V,1
1308,33,EC2Y,EC2Y,EC2Y,1
1309,33,EC3A,EC3A,EC3A,1
1310,33,EC3V,EC3V,EC3V,1
1311,33,EC4A,EC4A,EC4A,1
1312,33,EC4M,EC4M,EC4M,1
1313,33,EC4N,EC4N,EC4N,1
1314,33,EC4R,EC4R,EC4R,1
1315,33,EC4V,EC4V,EC4V,1
1316,33,EC4Y,EC4Y,EC4Y,1
1317,33,SE11,SE11,SE11,1
1318,33,RM2,RM2,RM2,1
1319,33,RM1,RM1,RM1,1
1320,34,W1K,W1K,W1K,1
1321,34,W1S,W1S,W1S,1
1322,34,W1T,W1T,W1T,1
1323,34,W1U,W1U,W1U,1
1324,34,W1W,W1W,W1W,1
1325,34,WC1A,WC1A,WC1A,1
1326,34,WC1B,WC1B,WC1B,1
1327,34,WC1E,WC1E,WC1E,1
1328,34,WC1H,WC1H,WC1H,1
1329,34,WC1N,WC1N,WC1N,1
1330,34,WC1R,WC1R,WC1R,1
1331,34,WC1V,WC1V,WC1V,1
1332,34,WC1X,WC1X,WC1X,1
1333,34,WC2A,WC2A,WC2A,1
1334,34,WC2B,WC2B,WC2B,1
1335,34,WC2E,WC2E,WC2E,1
1336,34,WC2H,WC2H,WC2H,1
1337,34,WC2R,WC2R,WC2R,1
1338,34,EC1A,EC1A,EC1A,1
1339,34,EC1M,EC1M,EC1M,1
1340,34,EC1N,EC1N,EC1N,1
1341,34,EC1R,EC1R,EC1R,1
1342,34,EC1V,EC1V,EC1V,1
1343,34,EC1Y,EC1Y,EC1Y,1
1344,34,EC2A,EC2A,EC2A,1
1345,34,EC2M,EC2M,EC2M,1
1346,34,EC2N,EC2N,EC2N,1
1347,34,EC2R,EC2R,EC2R,1
1348,34,EC2V,EC2V,EC2V,1
1349,34,EC2Y,EC2Y,EC2Y,1
1350,34,EC3A,EC3A,EC3A,1
1351,34,EC3V,EC3V,EC3V,1
1352,34,EC4A,EC4A,EC4A,1
1353,34,EC4M,EC4M,EC4M,1
1354,34,EC4N,EC4N,EC4N,1
1355,34,EC4R,EC4R,EC4R,1
1356,34,EC4V,EC4V,EC4V,1
1357,34,EC4Y,EC4Y,EC4Y,1
1358,34,SE11,SE11,SE11,1
1359,34,RM2,RM2,RM2,1
1360,34,RM1,RM1,RM1,1
1361,35,W1S,W1S,W1S,1
1362,35,W1T,W1T,W1T,1
1363,35,W1U,W1U,W1U,1
1364,35,W1W,W1W,W1W,1
1365,35,WC1A,WC1A,WC1A,1
1366,35,WC1B,WC1B,WC1B,1
1367,35,WC1E,WC1E,WC1E,1
1368,35,WC1H,WC1H,WC1H,1
1369,35,WC1N,WC1N,WC1N,1
1370,35,WC1R,WC1R,WC1R,1
1371,35,WC1V,WC1V,WC1V,1
1372,35,WC1X,WC1X,WC1X,1
1373,35,WC2A,WC2A,WC2A,1
1374,35,WC2B,WC2B,WC2B,1
1375,35,WC2E,WC2E,WC2E,1
1376,35,WC2H,WC2H,WC2H,1
1377,35,WC2R,WC2R,WC2R,1
1378,35,EC1A,EC1A,EC1A,1
1379,35,EC1M,EC1M,EC1M,1
1380,35,EC1N,EC1N,EC1N,1
1381,35,EC1R,EC1R,EC1R,1
1382,35,EC1V,EC1V,EC1V,1
1383,35,EC1Y,EC1Y,EC1Y,1
1384,35,EC2A,EC2A,EC2A,1
1385,35,EC2M,EC2M,EC2M,1
1386,35,EC2N,EC2N,EC2N,1
1387,35,EC2R,EC2R,EC2R,1
1388,35,EC2V,EC2V,EC2V,1
1389,35,EC2Y,EC2Y,EC2Y,1
1390,35,EC3A,EC3A,EC3A,1
1391,35,EC3V,EC3V,EC3V,1
1392,35,EC4A,EC4A,EC4A,1
1393,35,EC4M,EC4M,EC4M,1
1394,35,EC4N,EC4N,EC4N,1
1395,35,EC4R,EC4R,EC4R,1
1396,35,EC4V,EC4V,EC4V,1
1397,35,EC4Y,EC4Y,EC4Y,1
1398,35,SE11,SE11,SE11,1
1399,35,RM2,RM2,RM2,1
1400,35,RM1,RM1,RM1,1
1401,36,W1T,W1T,W1T,1
1402,36,W1U,W1U,W1U,1
1403,36,W1W,W1W,W1W,1
1404,36,WC1A,WC1A,WC1A,1
1405,36,WC1B,WC1B,WC1B,1
1406,36,WC1E,WC1E,WC1E,1
1407,36,WC1H,WC1H,WC1H,1
1408,36,WC1N,WC1N,WC1N,1
1409,36,WC1R,WC1R,WC1R,1
1410,36,WC1V,WC1V,WC1V,1
1411,36,WC1X,WC1X,WC1X,1
1412,36,WC2A,WC2A,WC2A,1
1413,36,WC2B,WC2B,WC2B,1
1414,36,WC2E,WC2E,WC2E,1
1415,36,WC2H,WC2H,WC2H,1
1416,36,WC2R,WC2R,WC2R,1
1417,36,EC1A,EC1A,EC1A,1
1418,36,EC1M,EC1M,EC1M,1
1419,36,EC1N,EC1N,EC1N,1
1420,36,EC1R,EC1R,EC1R,1
1421,36,EC1V,EC1V,EC1V,1
1422,36,EC1Y,EC1Y,EC1Y,1
1423,36,EC2A,EC2A,EC2A,1
1424,36,EC2M,EC2M,EC2M,1
1425,36,EC2N,EC2N,EC2N,1
1426,36,EC2R,EC2R,EC2R,1
1427,36,EC2V,EC2V,EC2V,1
1428,36,EC2Y,EC2Y,EC2Y,1
1429,36,EC3A,EC3A,EC3A,1
1430,36,EC3V,EC3V,EC3V,1
1431,36,EC4A,EC4A,EC4A,1
1432,36,EC4M,EC4M,EC4M,1
1433,36,EC4N,EC4N,EC4N,1
1434,36,EC4R,EC4R,EC4R,1
1435,36,EC4V,EC4V,EC4V,1
1436,36,EC4Y,EC4Y,EC4Y,1
1437,36,SE11,SE11,SE11,1
1438,36,RM2,RM2,RM2,1
1439,36,RM1,RM1,RM1,1
1440,37,W1U,W1U,W1U,1
1441,37,W1W,W1W,W1W,1
1442,37,WC1A,WC1A,WC1A,1
1443,37,WC1B,WC1B,WC1B,1
1444,37,WC1E,WC1E,WC1E,1
1445,37,WC1H,WC1H,WC1H,1
1446,37,WC1N,WC1N,WC1N,1
1447,37,WC1R,WC1R,WC1R,1
1448,37,WC1V,WC1V,WC1V,1
1449,37,WC1X,WC1X,WC1X,1
1450,37,WC2A,WC2A,WC2A,1
1451,37,WC2B,WC2B,WC2B,1
1452,37,WC2E,WC2E,WC2E,1
1453,37,WC2H,WC2H,WC2H,1
1454,37,WC2R,WC2R,WC2R,1
1455,37,EC1A,EC1A,EC1A,1
1456,37,EC1M,EC1M,EC1M,1
1457,37,EC1N,EC1N,EC1N,1
1458,37,EC1R,EC1R,EC1R,1
1459,37,EC1V,EC1V,EC1V,1
1460,37,EC1Y,EC1Y,EC1Y,1
1461,37,EC2A,EC2A,EC2A,1
1462,37,EC2M,EC2M,EC2M,1
1463,37,EC2N,EC2N,EC2N,1
1464,37,EC2R,EC2R,EC2R,1
1465,37,EC2V,EC2V,EC2V,1
1466,37,EC2Y,EC2Y,EC2Y,1
1467,37,EC3A,EC3A,EC3A,1
1468,37,EC3V,EC3V,EC3V,1
1469,37,EC4A,EC4A,EC4A,1
1470,37,EC4M,EC4M,EC4M,1
1471,37,EC4N,EC4N,EC4N,1
1472,37,EC4R,EC4R,EC4R,1
1473,37,EC4V,EC4V,EC4V,1
1474,37,EC4Y,EC4Y,EC4Y,1
1475,37,SE11,SE11,SE11,1
1476,37,RM2,RM2,RM2,1
1477,37,RM1,RM1,RM1,1
1478,38,W1W,W1W,W1W,1
1479,38,WC1A,WC1A,WC1A,1
1480,38,WC1B,WC1B,WC1B,1
1481,38,WC1E,WC1E,WC1E,1
1482,38,WC1H,WC1H,WC1H,1
1483,38,WC1N,WC1N,WC1N,1
1484,38,WC1R,WC1R,WC1R,1
1485,38,WC1V,WC1V,WC1V,1
1486,38,WC1X,WC1X,WC1X,1
1487,38,WC2A,WC2A,WC2A,1
1488,38,WC2B,WC2B,WC2B,1
1489,38,WC2E,WC2E,WC2E,1
1490,38,WC2H,WC2H,WC2H,1
1491,38,WC2R,WC2R,WC2R,1
1492,38,EC1A,EC1A,EC1A,1
1493,38,EC1M,EC1M,EC1M,1
1494,38,EC1N,EC1N,EC1N,1
1495,38,EC1R,EC1R,EC1R,1
1496,38,EC1V,EC1V,EC1V,1
1497,38,EC1Y,EC1Y,EC1Y,1
1498,38,EC2A,EC2A,EC2A,1
1499,38,EC2M,EC2M,EC2M,1
1500,38,EC2N,EC2N,EC2N,1
1501,38,EC2R,EC2R,EC2R,1
1502,38,EC2V,EC2V,EC2V,1
1503,38,EC2Y,EC2Y,EC2Y,1
1504,38,EC3A,EC3A,EC3A,1
1505,38,EC3V,EC3V,EC3V,1
1506,38,EC4A,EC4A,EC4A,1
1507,38,EC4M,EC4M,EC4M,1
1508,38,EC4N,EC4N,EC4N,1
1509,38,EC4R,EC4R,EC4R,1
1510,38,EC4V,EC4V,EC4V,1
1511,38,EC4Y,EC4Y,EC4Y,1
1512,38,SE11,SE11,SE11,1
1513,38,RM2,RM2,RM2,1
1514,38,RM1,RM1,RM1,1
1515,39,WC1A,WC1A,WC1A,1
1516,39,WC1B,WC1B,WC1B,1
1517,39,WC1E,WC1E,WC1E,1
1518,39,WC1H,WC1H,WC1H,1
1519,39,WC1N,WC1N,WC1N,1
1520,39,WC1R,WC1R,WC1R,1
1521,39,WC1V,WC1V,WC1V,1
1522,39,WC1X,WC1X,WC1X,1
1523,39,WC2A,WC2A,WC2A,1
1524,39,WC2B,WC2B,WC2B,1
1525,39,WC2E,WC2E,WC2E,1
1526,39,WC2H,WC2H,WC2H,1
1527,39,WC2R,WC2R,WC2R,1
1528,39,EC1A,EC1A,EC1A,1
1529,39,EC1M,EC1M,EC1M,1
1530,39,EC1N,EC1N,EC1N,1
1531,39,EC1R,EC1R,EC1R,1
1532,39,EC1V,EC1V,EC1V,1
1533,39,EC1Y,EC1Y,EC1Y,1
1534,39,EC2A,EC2A,EC2A,1
1535,39,EC2M,EC2M,EC2M,1
1536,39,EC2N,EC2N,EC2N,1
1537,39,EC2R,EC2R,EC2R,1
1538,39,EC2V,EC2V,EC2V,1
1539,39,EC2Y,EC2Y,EC2Y,1
1540,39,EC3A,EC3A,EC3A,1
1541,39,EC3V,EC3V,EC3V,1
1542,39,EC4A,EC4A,EC4A,1
1543,39,EC4M,EC4M,EC4M,1
1544,39,EC4N,EC4N,EC4N,1
1545,39,EC4R,EC4R,EC4R,1
1546,39,EC4V,EC4V,EC4V,1
1547,39,EC4Y,EC4Y,EC4Y,1
1548,39,SE11,SE11,SE11,1
1549,39,RM2,RM2,RM2,1
1550,39,RM1,RM1,RM1,1
1551,40,WC1B,WC1B,WC1B,1
1552,40,WC1E,WC1E,WC1E,1
1553,40,WC1H,WC1H,WC1H,1
1554,40,WC1N,WC1N,WC1N,1
1555,40,WC1R,WC1R,WC1R,1
1556,40,WC1V,WC1V,WC1V,1
1557,40,WC1X,WC1X,WC1X,1
1558,40,WC2A,WC2A,WC2A,1
1559,40,WC2B,WC2B,WC2B,1
1560,40,WC2E,WC2E,WC2E,1
1561,40,WC2H,WC2H,WC2H,1
1562,40,WC2R,WC2R,WC2R,1
1563,40,EC1A,EC1A,EC1A,1
1564,40,EC1M,EC1M,EC1M,1
1565,40,EC1N,EC1N,EC1N,1
1566,40,EC1R,EC1R,EC1R,1
1567,40,EC1V,EC1V,EC1V,1
1568,40,EC1Y,EC1Y,EC1Y,1
1569,40,EC2A,EC2A,EC2A,1
1570,40,EC2M,EC2M,EC2M,1
1571,40,EC2N,EC2N,EC2N,1
1572,40,EC2R,EC2R,EC2R,1
1573,40,EC2V,EC2V,EC2V,1
1574,40,EC2Y,EC2Y,EC2Y,1
1575,40,EC3A,EC3A,EC3A,1
1576,40,EC3V,EC3V,EC3V,1
1577,40,EC4A,EC4A,EC4A,1
1578,40,EC4M,EC4M,EC4M,1
1579,40,EC4N,EC4N,EC4N,1
1580,40,EC4R,EC4R,EC4R,1
1581,40,EC4V,EC4V,EC4V,1
1582,40,EC4Y,EC4Y,EC4Y,1
1583,40,SE11,SE11,SE11,1
1584,40,RM2,RM2,RM2,1
1585,40,RM1,RM1,RM1,1
1586,41,WC1E,WC1E,WC1E,1
1587,41,WC1H,WC1H,WC1H,1
1588,41,WC1N,WC1N,WC1N,1
1589,41,WC1R,WC1R,WC1R,1
1590,41,WC1V,WC1V,WC1V,1
1591,41,WC1X,WC1X,WC1X,1
1592,41,WC2A,WC2A,WC2A,1
1593,41,WC2B,WC2B,WC2B,1
1594,41,WC2E,WC2E,WC2E,1
1595,41,WC2H,WC2H,WC2H,1
1596,41,WC2R,WC2R,WC2R,1
1597,41,EC1A,EC1A,EC1A,1
1598,41,EC1M,EC1M,EC1M,1
1599,41,EC1N,EC1N,EC1N,1
1600,41,EC1R,EC1R,EC1R,1
1601,41,EC1V,EC1V,EC1V,1
1602,41,EC1Y,EC1Y,EC1Y,1
1603,41,EC2A,EC2A,EC2A,1
1604,41,EC2M,EC2M,EC2M,1
1605,41,EC2N,EC2N,EC2N,1
1606,41,EC2R,EC2R,EC2R,1
1607,41,EC2V,EC2V,EC2V,1
1608,41,EC2Y,EC2Y,EC2Y,1
1609,41,EC3A,EC3A,EC3A,1
1610,41,EC3V,EC3V,EC3V,1
1611,41,EC4A,EC4A,EC4A,1
1612,41,EC4M,EC4M,EC4M,1
1613,41,EC4N,EC4N,EC4N,1
1614,41,EC4R,EC4R,EC4R,1
1615,41,EC4V,EC4V,EC4V,1
1616,41,EC4Y,EC4Y,EC4Y,1
1617,41,SE11,SE11,SE11,1
1618,41,RM2,RM2,RM2,1
1619,41,RM1,RM1,RM1,1
1620,42,WC1H,WC1H,WC1H,1
1621,42,WC1N,WC1N,WC1N,1
1622,42,WC1R,WC1R,WC1R,1
1623,42,WC1V,WC1V,WC1V,1
1624,42,WC1X,WC1X,WC1X,1
1625,42,WC2A,WC2A,WC2A,1
1626,42,WC2B,WC2B,WC2B,1
1627,42,WC2E,WC2E,WC2E,1
1628,42,WC2H,WC2H,WC2H,1
1629,42,WC2R,WC2R,WC2R,1
1630,42,EC1A,EC1A,EC1A,1
1631,42,EC1M,EC1M,EC1M,1
1632,42,EC1N,EC1N,EC1N,1
1633,42,EC1R,EC1R,EC1R,1
1634,42,EC1V,EC1V,EC1V,1
1635,42,EC1Y,EC1Y,EC1Y,1
1636,42,EC2A,EC2A,EC2A,1
1637,42,EC2M,EC2M,EC2M,1
1638,42,EC2N,EC2N,EC2N,1
1639,42,EC2R,EC2R,EC2R,1
1640,42,EC2V,EC2V,EC2V,1
1641,42,EC2Y,EC2Y,EC2Y,1
1642,42,EC3A,EC3A,EC3A,1
1643,42,EC3V,EC3V,EC3V,1
1644,42,EC4A,EC4A,EC4A,1
1645,42,EC4M,EC4M,EC4M,1
1646,42,EC4N,EC4N,EC4N,1
1647,42,EC4R,EC4R,EC4R,1
1648,42,EC4V,EC4V,EC4V,1
1649,42,EC4Y,EC4Y,EC4Y,1
1650,42,SE11,SE11,SE11,1
1651,42,RM2,RM2,RM2,1
1652,42,RM1,RM1,RM1,1
1653,43,WC1N,WC1N,WC1N,1
1654,43,WC1R,WC1R,WC1R,1
1655,43,WC1V,WC1V,WC1V,1
1656,43,WC1X,WC1X,WC1X,1
1657,43,WC2A,WC2A,WC2A,1
1658,43,WC2B,WC2B,WC2B,1
1659,43,WC2E,WC2E,WC2E,1
1660,43,WC2H,WC2H,WC2H,1
1661,43,WC2R,WC2R,WC2R,1
1662,43,EC1A,EC1A,EC1A,1
1663,43,EC1M,EC1M,EC1M,1
1664,43,EC1N,EC1N,EC1N,1
1665,43,EC1R,EC1R,EC1R,1
1666,43,EC1V,EC1V,EC1V,1
1667,43,EC1Y,EC1Y,EC1Y,1
1668,43,EC2A,EC2A,EC2A,1
1669,43,EC2M,EC2M,EC2M,1
1670,43,EC2N,EC2N,EC2N,1
1671,43,EC2R,EC2R,EC2R,1
1672,43,EC2V,EC2V,EC2V,1
1673,43,EC2Y,EC2Y,EC2Y,1
1674,43,EC3A,EC3A,EC3A,1
1675,43,EC3V,EC3V,EC3V,1
1676,43,EC4A,EC4A,EC4A,1
1677,43,EC4M,EC4M,EC4M,1
1678,43,EC4N,EC4N,EC4N,1
1679,43,EC4R,EC4R,EC4R,1
1680,43,EC4V,EC4V,EC4V,1
1681,43,EC4Y,EC4Y,EC4Y,1
1682,43,SE11,SE11,SE11,1
1683,43,RM2,RM2,RM2,1
1684,43,RM1,RM1,RM1,1
1685,44,WC1R,WC1R,WC1R,1
1686,44,WC1V,WC1V,WC1V,1
1687,44,WC1X,WC1X,WC1X,1
1688,44,WC2A,WC2A,WC2A,1
1689,44,WC2B,WC2B,WC2B,1
1690,44,WC2E,WC2E,WC2E,1
1691,44,WC2H,WC2H,WC2H,1
1692,44,WC2R,WC2R,WC2R,1
1693,44,EC1A,EC1A,EC1A,1
1694,44,EC1M,EC1M,EC1M,1
1695,44,EC1N,EC1N,EC1N,1
1696,44,EC1R,EC1R,EC1R,1
1697,44,EC1V,EC1V,EC1V,1
1698,44,EC1Y,EC1Y,EC1Y,1
1699,44,EC2A,EC2A,EC2A,1
1700,44,EC2M,EC2M,EC2M,1
1701,44,EC2N,EC2N,EC2N,1
1702,44,EC2R,EC2R,EC2R,1
1703,44,EC2V,EC2V,EC2V,1
1704,44,EC2Y,EC2Y,EC2Y,1
1705,44,EC3A,EC3A,EC3A,1
1706,44,EC3V,EC3V,EC3V,1
1707,44,EC4A,EC4A,EC4A,1
1708,44,EC4M,EC4M,EC4M,1
1709,44,EC4N,EC4N,EC4N,1
1710,44,EC4R,EC4R,EC4R,1
1711,44,EC4V,EC4V,EC4V,1
1712,44,EC4Y,EC4Y,EC4Y,1
1713,44,SE11,SE11,SE11,1
1714,44,RM2,RM2,RM2,1
1715,44,RM1,RM1,RM1,1
1716,45,WC1V,WC1V,WC1V,1
1717,45,WC1X,WC1X,WC1X,1
1718,45,WC2A,WC2A,WC2A,1
1719,45,WC2B,WC2B,WC2B,1
1720,45,WC2E,WC2E,WC2E,1
1721,45,WC2H,WC2H,WC2H,1
1722,45,WC2R,WC2R,WC2R,1
1723,45,EC1A,EC1A,EC1A,1
1724,45,EC1M,EC1M,EC1M,1
1725,45,EC1N,EC1N,EC1N,1
1726,45,EC1R,EC1R,EC1R,1
1727,45,EC1V,EC1V,EC1V,1
1728,45,EC1Y,EC1Y,EC1Y,1
1729,45,EC2A,EC2A,EC2A,1
1730,45,EC2M,EC2M,EC2M,1
1731,45,EC2N,EC2N,EC2N,1
1732,45,EC2R,EC2R,EC2R,1
1733,45,EC2V,EC2V,EC2V,1
1734,45,EC2Y,EC2Y,EC2Y,1
1735,45,EC3A,EC3A,EC3A,1
1736,45,EC3V,EC3V,EC3V,1
1737,45,EC4A,EC4A,EC4A,1
1738,45,EC4M,EC4M,EC4M,1
1739,45,EC4N,EC4N,EC4N,1
1740,45,EC4R,EC4R,EC4R,1
1741,45,EC4V,EC4V,EC4V,1
1742,45,EC4Y,EC4Y,EC4Y,1
1743,45,SE11,SE11,SE11,1
1744,45,RM2,RM2,RM2,1
1745,45,RM1,RM1,RM1,1
1746,46,WC1X,WC1X,WC1X,1
1747,46,WC2A,WC2A,WC2A,1
1748,46,WC2B,WC2B,WC2B,1
1749,46,WC2E,WC2E,WC2E,1
1750,46,WC2H,WC2H,WC2H,1
1751,46,WC2R,WC2R,WC2R,1
1752,46,EC1A,EC1A,EC1A,1
1753,46,EC1M,EC1M,EC1M,1
1754,46,EC1N,EC1N,EC1N,1
1755,46,EC1R,EC1R,EC1R,1
1756,46,EC1V,EC1V,EC1V,1
1757,46,EC1Y,EC1Y,EC1Y,1
1758,46,EC2A,EC2A,EC2A,1
1759,46,EC2M,EC2M,EC2M,1
1760,46,EC2N,EC2N,EC2N,1
1761,46,EC2R,EC2R,EC2R,1
1762,46,EC2V,EC2V,EC2V,1
1763,46,EC2Y,EC2Y,EC2Y,1
1764,46,EC3A,EC3A,EC3A,1
1765,46,EC3V,EC3V,EC3V,1
1766,46,EC4A,EC4A,EC4A,1
1767,46,EC4M,EC4M,EC4M,1
1768,46,EC4N,EC4N,EC4N,1
1769,46,EC4R,EC4R,EC4R,1
1770,46,EC4V,EC4V,EC4V,1
1771,46,EC4Y,EC4Y,EC4Y,1
1772,46,SE11,SE11,SE11,1
1773,46,RM2,RM2,RM2,1
1774,46,RM1,RM1,RM1,1
1775,47,WC2A,WC2A,WC2A,1
1776,47,WC2B,WC2B,WC2B,1
1777,47,WC2E,WC2E,WC2E,1
1778,47,WC2H,WC2H,WC2H,1
1779,47,WC2R,WC2R,WC2R,1
1780,47,EC1A,EC1A,EC1A,1
1781,47,EC1M,EC1M,EC1M,1
1782,47,EC1N,EC1N,EC1N,1
1783,47,EC1R,EC1R,EC1R,1
1784,47,EC1V,EC1V,EC1V,1
1785,47,EC1Y,EC1Y,EC1Y,1
1786,47,EC2A,EC2A,EC2A,1
1787,47,EC2M,EC2M,EC2M,1
1788,47,EC2N,EC2N,EC2N,1
1789,47,EC2R,EC2R,EC2R,1
1790,47,EC2V,EC2V,EC2V,1
1791,47,EC2Y,EC2Y,EC2Y,1
1792,47,EC3A,EC3A,EC3A,1
1793,47,EC3V,EC3V,EC3V,1
1794,47,EC4A,EC4A,EC4A,1
1795,47,EC4M,EC4M,EC4M,1
1796,47,EC4N,EC4N,EC4N,1
1797,47,EC4R,EC4R,EC4R,1
1798,47,EC4V,EC4V,EC4V,1
1799,47,EC4Y,EC4Y,EC4Y,1
1800,47,SE11,SE11,SE11,1
1801,47,RM2,RM2,RM2,1
1802,47,RM1,RM1,RM1,1
1803,48,WC2B,WC2B,WC2B,1
1804,48,WC2E,WC2E,WC2E,1
1805,48,WC2H,WC2H,WC2H,1
1806,48,WC2R,WC2R,WC2R,1
1807,48,EC1A,EC1A,EC1A,1
1808,48,EC1M,EC1M,EC1M,1
1809,48,EC1N,EC1N,EC1N,1
1810,48,EC1R,EC1R,EC1R,1
1811,48,EC1V,EC1V,EC1V,1
1812,48,EC1Y,EC1Y,EC1Y,1
1813,48,EC2A,EC2A,EC2A,1
1814,48,EC2M,EC2M,EC2M,1
1815,48,EC2N,EC2N,EC2N,1
1816,48,EC2R,EC2R,EC2R,1
1817,48,EC2V,EC2V,EC2V,1
1818,48,EC2Y,EC2Y,EC2Y,1
1819,48,EC3A,EC3A,EC3A,1
1820,48,EC3V,EC3V,EC3V,1
1821,48,EC4A,EC4A,EC4A,1
1822,48,EC4M,EC4M,EC4M,1
1823,48,EC4N,EC4N,EC4N,1
1824,48,EC4R,EC4R,EC4R,1
1825,48,EC4V,EC4V,EC4V,1
1826,48,EC4Y,EC4Y,EC4Y,1
1827,48,SE11,SE11,SE11,1
1828,48,RM2,RM2,RM2,1
1829,48,RM1,RM1,RM1,1
1830,49,WC2E,WC2E,WC2E,1
1831,49,WC2H,WC2H,WC2H,1
1832,49,WC2R,WC2R,WC2R,1
1833,49,EC1A,EC1A,EC1A,1
1834,49,EC1M,EC1M,EC1M,1
1835,49,EC1N,EC1N,EC1N,1
1836,49,EC1R,EC1R,EC1R,1
1837,49,EC1V,EC1V,EC1V,1
1838,49,EC1Y,EC1Y,EC1Y,1
1839,49,EC2A,EC2A,EC2A,1
1840,49,EC2M,EC2M,EC2M,1
1841,49,EC2N,EC2N,EC2N,1
1842,49,EC2R,EC2R,EC2R,1
1843,49,EC2V,EC2V,EC2V,1
1844,49,EC2Y,EC2Y,EC2Y,1
1845,49,EC3A,EC3A,EC3A,1
1846,49,EC3V,EC3V,EC3V,1
1847,49,EC4A,EC4A,EC4A,1
1848,49,EC4M,EC4M,EC4M,1
1849,49,EC4N,EC4N,EC4N,1
1850,49,EC4R,EC4R,EC4R,1
1851,49,EC4V,EC4V,EC4V,1
1852,49,EC4Y,EC4Y,EC4Y,1
1853,49,SE11,SE11,SE11,1
1854,49,RM2,RM2,RM2,1
1855,49,RM1,RM1,RM1,1
1856,50,WC2H,WC2H,WC2H,1
1857,50,WC2R,WC2R,WC2R,1
1858,50,EC1A,EC1A,EC1A,1
1859,50,EC1M,EC1M,EC1M,1
1860,50,EC1N,EC1N,EC1N,1
1861,50,EC1R,EC1R,EC1R,1
1862,50,EC1V,EC1V,EC1V,1
1863,50,EC1Y,EC1Y,EC1Y,1
1864,50,EC2A,EC2A,EC2A,1
1865,50,EC2M,EC2M,EC2M,1
1866,50,EC2N,EC2N,EC2N,1
1867,50,EC2R,EC2R,EC2R,1
1868,50,EC2V,EC2V,EC2V,1
1869,50,EC2Y,EC2Y,EC2Y,1
1870,50,EC3A,EC3A,EC3A,1
1871,50,EC3V,EC3V,EC3V,1
1872,50,EC4A,EC4A,EC4A,1
1873,50,EC4M,EC4M,EC4M,1
1874,50,EC4N,EC4N,EC4N,1
1875,50,EC4R,EC4R,EC4R,1
1876,50,EC4V,EC4V,EC4V,1
1877,50,EC4Y,EC4Y,EC4Y,1
1878,50,SE11,SE11,SE11,1
1879,50,RM2,RM2,RM2,1
1880,50,RM1,RM1,RM1,1
1881,51,WC2R,WC2R,WC2R,1
1882,51,EC1A,EC1A,EC1A,1
